iterations,log_loss,log_fake_loss
301,-1.5100503666126663,2.5301718834847957
302,-1.5302074093759375,2.515417487867317
303,-1.6327637377972017,2.436355721964329
304,-1.6692060275777973,2.5090622073034217
305,-1.7612645010860173,2.468237093570654
306,-1.8856337911981984,2.5018774211197634
307,-1.6657430186974393,2.6059861491861604
308,-1.851562971941937,2.4658448816777487
309,-1.6144281354126915,2.556413666291289
310,-1.7396165676639541,2.5233000843389597
311,-1.8098926736496004,2.5001676833922915
312,-1.5934474702382158,2.5951153896327375
313,-1.6015848329676554,2.4749873247903578
314,-1.4187853550132181,2.533085851940391
315,-1.5371726819380804,2.3970910887779975
316,-1.5944514849873626,2.4828433941228307
317,-1.5320895591697576,2.571036728257534
318,-1.8956218124721482,2.4741125342779617
319,-1.4555146033412056,2.5492527933323372
320,-1.6198892355336731,2.509343691526825
321,-1.7870380240178287,2.4564962628963234
322,-1.6907841014632334,2.540202477496125
323,-1.8307710515521958,2.459280830928594
324,-1.5854534734517016,2.509315771583538
325,-1.6891129307806692,2.5214267254770886
326,-1.7450534827207014,2.517356599167038
327,-1.8160667464760443,2.476444518896138
328,-1.503712072141811,2.5025248768324984
329,-1.7334183048912994,2.51330166587233
330,-1.806210490290516,2.5145386446262665
331,-1.600241888951573,2.4752528064963513
332,-1.5061160001159437,2.463851698477318
333,-1.611384840137932,2.4734210095823608
334,-1.825261326273772,2.4617836969708953
335,-1.7211051997729656,2.5794126600331877
336,-1.9543982182522122,2.4157982918909724
337,-1.8262492121730123,2.4574392007641674
338,-1.7266477659994082,2.4423337667689484
339,-1.8497613639291148,2.5406313128291047
340,-1.7138597247832108,2.4822371728240977
341,-1.6178350652653524,2.5368993110663776
342,-1.538077190981181,2.5061285553987176
343,-1.8602659850530767,2.458577990562564
344,-1.8437680994677572,2.5725293371855695
345,-1.6765182628417603,2.4890012801362915
346,-1.6967267929643097,2.4650792791055665
347,-1.650122537617855,2.3728181796948693
348,-1.7943906581411455,2.4525513537197137
349,-1.7264838395853317,2.5392512263343567
350,-1.6793597662501802,2.5038024671834087
351,-1.827041798656628,2.4155237857076
352,-1.9206212840152532,2.5536369508634325
353,-1.878341698174832,2.465436951988961
354,-1.7209177743833406,2.438408159713144
355,-1.7823629751934216,2.474314316306342
356,-1.7514430117108228,2.521328490142235
357,-1.8052145549567697,2.504627444739758
358,-1.7913891843316578,2.5545162841456697
359,-1.6022763999163714,2.4762733076361747
360,-1.683002967198136,2.4260687242007535
361,-1.9095243926870342,2.548698880786338
362,-1.748761070913642,2.5263202813903054
363,-1.9805088535242503,2.3967995077611883
364,-1.8553460091038185,2.437596005727726
365,-1.8567963139711028,2.456103559423121
366,-1.6996027416456094,2.441741144271038
367,-1.8294779248379578,2.5428696365801966
368,-1.9114900671220112,2.5429045847279483
369,-1.7621516234041765,2.4666785336030133
370,-1.7133406277820276,2.517735049531175
371,-1.6460984172360305,2.5931645181704375
372,-1.845741797219492,2.537209347841787
373,-1.5995678834743103,2.504078185028178
374,-1.691671089042515,2.4619356947724653
375,-1.7049005129305594,2.537616398587587
376,-1.473231917772452,2.529291245170697
377,-1.680022531906222,2.544170893321059
378,-1.64800840134288,2.49642529039404
379,-1.834943499858272,2.4050680804306523
380,-1.6381566294887202,2.4634093385770877
381,-1.800833358220724,2.45907558442107
382,-1.775199228059202,2.5089666289206964
383,-1.7783289292022024,2.4997510477728597
384,-1.8950182108053262,2.468775942663456
385,-1.7643771844797456,2.5806003065261716
386,-1.6021724716535564,2.562276306912291
387,-1.9802226389433075,2.462201330478198
388,-1.7256695479953308,2.5020756312989074
389,-1.6985202880073695,2.500182241362992
390,-1.965120182585483,2.4289390305320455
391,-1.8259677317767444,2.520190187750463
392,-1.7792000710120732,2.528787240229479
393,-1.8294415307831826,2.5092610927697847
394,-1.6055874096098492,2.4836788353785115
395,-1.7629793303403807,2.5330576782370877
396,-1.826977060936293,2.502235764555115
397,-1.8841340256755308,2.56253651389672
398,-1.7932929606330903,2.5108557100973616
399,-1.8608093988890042,2.544880317304926
400,-1.9854641208103905,2.592460783553781
401,-1.8318982219254034,2.5416201506579474
402,-1.934742155933753,2.481564482421834
403,-1.6187581376282028,2.3875307057498025
404,-1.7270362037964742,2.5189167846347154
405,-1.8172086361367448,2.4262542274783767
406,-1.6886784560341122,2.429150639974751
407,-1.9075512312340406,2.4059186859123565
408,-1.9722289661660664,2.479799659395562
409,-1.7010429662402404,2.465157746291286
410,-2.042716597443007,2.4602485178901654
411,-1.9287724795224146,2.4647946217575933
412,-1.8896689795000883,2.4696107064055868
413,-1.7785055496489397,2.5068036667380036
414,-1.758498440441029,2.4941316954418467
415,-1.919693264705543,2.4906845302614378
416,-1.8886715097538032,2.513982452135684
417,-1.848273536593653,2.4522903673861087
418,-1.865609588255672,2.4877898179271742
419,-1.9140959743881025,2.4018851055539345
420,-1.5825484573777477,2.459458563036392
421,-1.9426165809312317,2.5108925694968764
422,-1.7047041347790466,2.5707542181541325
423,-1.5696596151855513,2.560458707552165
424,-1.6542705216310698,2.472160328782993
425,-1.6770692087105026,2.4881486498692853
426,-1.7280635762372085,2.514837411503504
427,-1.6650861020616852,2.4516134065970396
428,-1.615365754594069,2.520604147313285
429,-1.94851274241225,2.5269482219762653
430,-1.7931599963701514,2.4379080854827144
431,-2.109130518805163,2.533587771248983
432,-1.827127103254065,2.508170226929626
433,-1.7380739881743212,2.5520925948817004
434,-1.95431364322275,2.472675025244962
435,-1.7427289739529255,2.4962793888311374
436,-2.066841795249043,2.5366178562646513
437,-1.7816584656437309,2.4154523148627125
438,-1.6640912662916774,2.5842299340610513
439,-1.9878659796972344,2.49426318775698
440,-1.6783432125668298,2.4457475230255916
441,-1.7976918982636505,2.415317707507478
442,-1.636381380754526,2.4364361419166958
443,-1.6012733699663728,2.488607361550115
444,-1.677427211238842,2.517118917586984
445,-1.8158298792555005,2.5304707245267877
446,-2.033843829183475,2.4813289856767295
447,-1.6468497833651916,2.4525115410820857
448,-1.6603913737902354,2.497605312597984
449,-1.7584603025573544,2.5615933276954896
450,-1.8393146549205521,2.5057459974525935
451,-1.6312095389937324,2.5094813409624686
452,-1.697122159584986,2.4873710839220466
453,-1.504218818795626,2.4724446677557537
454,-2.1531363739402876,2.5718893167949357
455,-1.6793039963195067,2.511123838964813
456,-2.0603109382487905,2.5451634222609627
457,-1.7069562728614291,2.540512018236605
458,-1.8859111649654474,2.5720950302838297
459,-1.6914025649206414,2.4917118295161003
460,-1.876140195929146,2.5793075936382523
461,-1.9649904668605016,2.532754003187204
462,-1.8395145743158186,2.5519136432361424
463,-1.9606318200433361,2.440337574783011
464,-2.0223192157920917,2.4457546306151587
465,-2.0102356579338934,2.439943959359641
466,-1.937820854374882,2.4835472966952263
467,-2.0440541333891815,2.475736158518678
468,-1.819632939405248,2.469093461048395
469,-1.9323721110891952,2.4328063887300146
470,-1.83758222593635,2.5494835555801063
471,-2.003176642475094,2.555646185953468
472,-1.7239891445975277,2.532615277314042
473,-1.6764710166098875,2.491373224833355
474,-2.050716653954752,2.4849238952498514
475,-1.829241294332694,2.48797428107536
476,-2.0008542459371355,2.495280526912865
477,-1.8759903980587191,2.536497100699956
478,-1.908445840809406,2.3804693767072678
479,-1.9289330634164619,2.4531313712940612
480,-1.7489566154872715,2.619558389209795
481,-1.9812911521414374,2.505897606269139
482,-1.6236938690555949,2.4110344763727865
483,-1.809914160026146,2.3585191298640917
484,-1.9167535698165503,2.440730204710676
485,-2.0061277335097834,2.497530606328171
486,-1.781155068008838,2.4550243438647152
487,-1.915524513992012,2.5419221965424623
488,-1.8577856839575875,2.4745905759738744
489,-2.13422926179496,2.5095988126781865
490,-1.8543390605601366,2.332319263342184
491,-2.193387063004053,2.5393501251704116
492,-1.964070606049975,2.3937337206825733
493,-2.036046718366436,2.475119994198973
494,-2.0458985921271067,2.5179681252173496
495,-1.8978125922366984,2.412970413936673
496,-1.854444621634717,2.518272710387314
497,-1.907883051266937,2.5962681198861555
498,-2.005296657902342,2.451323574614973
499,-1.8494663681411334,2.4804495097244796
500,-1.8112047351725493,2.405897012458544
501,-1.7265912221717488,2.4592967302705944
502,-1.734141360899905,2.632884871844281
503,-1.810465042615618,2.4286975326454914
504,-2.051802837351147,2.431121380547527
505,-1.7998543883189047,2.4550964806534568
506,-1.846735304102174,2.5067920039366482
507,-1.9656380435621825,2.5342243291721616
508,-1.8935164902311912,2.5162444188003694
509,-1.6847891067186984,2.4883503917171574
510,-1.9746620062588975,2.4420224846561362
511,-1.9426494344575305,2.5466848137346108
512,-1.8642096064382054,2.5470156573526177
513,-1.7927732917359678,2.534039048779566
514,-1.772521394136709,2.4899666584319835
515,-1.8912426492282552,2.5152923715824365
516,-1.8700900025211826,2.518181390700163
517,-2.0208970821385166,2.517663293423463
518,-1.8218188537288063,2.548164654592201
519,-2.12722265548052,2.4626595020889126
520,-1.7576430658902298,2.512061762919202
521,-1.852254016092671,2.461545203351421
522,-1.9005174128474334,2.50207719369845
523,-1.9266576614776438,2.526838334160793
524,-1.8284057840701047,2.5637303324929963
525,-2.1164308833183503,2.4287375481607563
526,-1.7703663023613063,2.4986982735947687
527,-2.253512374610986,2.4742470066044184
528,-2.146416041321346,2.5610649166054396
529,-2.0305090630991223,2.529858669066304
530,-1.9175969322543693,2.481883785796275
531,-2.128142335658294,2.511293830885962
