iterations,log_loss,log_fake_loss,kde_ll
0,2.048206096047663,4.939950863858783,5.217800840191504
1,1.9615349230576118,4.801310879107894,5.198531813809482
2,1.7603026141912776,4.745213712886652,5.216888039460494
3,2.1518988576692113,4.819691528620906,5.29168808344354
4,1.9786128541099297,4.628707301432573,5.192411098490527
5,1.8110406934556267,4.46112331958829,5.0193059433369305
6,1.5143389777872596,4.3632619873956475,5.029158079972343
7,1.6910196046123265,4.311107633036734,4.887915272876134
8,1.7021630708756625,4.145264871791517,4.982283570720914
9,1.007888745294428,4.108474294512247,4.910975442097101
10,1.1101031176943013,3.9530048504528783,4.892482808256911
11,1.266245855984235,3.974378879944327,4.935341528113498
12,1.1350248567021548,3.8871383749680986,4.6512868782899615
13,0.7849109100278258,3.6536787793453156,4.971028302605912
14,0.704496582806552,3.6203808724590982,4.884719265963402
15,1.0823334471800963,3.5159204787955733,4.794900970018156
16,0.6328078231345529,3.5247692035582623,4.715579453681113
17,0.6628260054477069,3.3454401786249295,4.721361021663925
18,0.7910510440900336,3.3825842817356246,4.747975333877778
19,0.46416167469491326,3.4021182704817945,4.789642786929333
20,0.4247490607641477,3.330777613299671,4.975261964870626
21,0.47417300229996384,3.2493262760584694,4.947460401276399
22,0.5955593293415558,3.1978845657087622,4.291676491622556
23,0.20371304143452207,3.1881117097368374,4.657142175648479
24,0.6201766798374181,3.2454037615573603,4.604152252802044
25,0.7441167931889345,3.099078939122091,5.00992450350094
26,0.6419599015301907,3.073803128735631,4.648562881381489
27,0.48589581258841846,3.0612922242916865,4.686370876895397
28,0.53738406804503,3.1027404579306155,4.539016070206892
29,0.33542100765530486,3.0382930204603964,4.788575918744889
30,0.27570423832627866,3.006461047238649,4.54757307008573
31,0.04004563121652242,3.0644849810109993,4.65699669964299
32,0.1286659544277231,3.0119856910650697,4.539909020353605
33,0.33751356640987745,3.031720552469433,4.484213797328186
34,-0.21965374595165746,3.0730941484317764,4.926500995403212
35,0.192792565260722,2.9961145285186994,4.609859203861406
36,0.23038133713597692,3.0783112647968007,4.706157312764819
37,0.17897775477868164,3.0745938405585047,4.461364427698436
38,0.02391480974843922,3.0895845235301134,4.676070293431063
39,0.7793315787466714,2.9988842489459206,4.2929522499629735
40,0.17207871111787004,3.0397186591796665,4.569234866530439
41,0.4489485815529215,2.9513212493861807,4.448309804775088
42,0.05773091810962597,2.97133201715298,4.313023393633579
43,0.16863814786433012,3.005501899846234,4.334276675603313
44,0.001321157907545199,2.868828973758688,4.502748301562208
45,-0.07893803931396803,2.847572507550318,4.285593652671019
46,0.45055798345732434,2.806147925714274,5.316205684561784
47,-0.29217497604144227,2.8084334075498574,4.6523520902387885
48,-0.13942636493283725,2.729161447650173,4.207913242483517
49,-0.008668393577170185,2.701837590996642,4.288160495134359
50,0.03680744675188082,2.7396080410396686,4.285304497949769
51,-0.3897568267534276,2.7057047198629576,4.740594518007064
52,-0.2522528582484833,2.838990253109488,4.785429508590402
53,-0.22932745127387918,2.7599809189402102,4.704915941531249
54,-0.2311634519805203,2.721732378727477,4.070387903757427
55,-0.2756631126756649,2.849503111719094,4.264449001466348
56,-0.2998099207042299,2.687175660858999,4.813509532210982
57,-0.5188330569575768,2.591862747944023,4.115826882822141
58,-0.3854916474559737,2.6293105711576743,4.386405001117171
59,-0.23656535055734626,2.682029524573309,4.552564760335486
60,-0.2892315625444467,2.6741454266598526,4.199387102946764
61,-0.3906155030641063,2.6986016485069912,4.769880984669735
62,-0.5158335681550736,2.607076769272806,4.156484327071787
63,-0.5757818355109124,2.7661229329732873,4.217939223228551
64,-0.3558137042270682,2.7684973863558646,4.514066620277562
65,-0.3925860589437032,2.632053050742825,4.19853866714057
66,-0.32718333236022223,2.6626560678567985,4.441113570243974
67,-0.6778693192129205,2.692582049891785,4.984135282795453
68,-0.5073915046401687,2.625578743322937,4.3564438638312675
69,-0.392480502118112,2.6577870803349217,4.335630747549033
70,-0.48962970505041037,2.61313524754768,4.153531558658604
71,-0.5069543149659855,2.590000744880589,4.272912744741327
72,-0.47214835688250145,2.5632262715815406,4.18622689090816
73,-0.6713422256893954,2.6134599197321053,4.85659934377469
74,-0.6508449969650295,2.6486834908560364,4.418642984188088
75,-0.49538941940228937,2.6283587282693244,3.901993499195394
76,-0.43010020834054336,2.688652460090234,4.1260543171511035
77,-0.5077618351138455,2.5738090229481196,4.022550195108623
78,-0.6459291347726468,2.6088737170961256,4.31564892294588
79,-0.6382241393937638,2.6047891662571105,4.563464729001551
80,-0.8184611028427209,2.642445777348305,4.501913470553138
81,-0.8466040249265117,2.5852263532488475,4.219534330210677
82,-0.7385216042272373,2.4928237050980715,3.9899544544823065
83,-0.671774229766262,2.450795136180961,4.511862577401274
84,-0.7202630330316826,2.50816230706991,4.0894163173482125
85,-0.732644678764553,2.535734343392846,4.6038022032185415
86,-0.7370921367843014,2.6157991242919763,4.431332130167916
87,-0.8148498151602107,2.5514524424839506,4.8529192445044265
88,-0.6680395964114025,2.5686591565293813,4.793558949719295
89,-0.6354877165451167,2.528317529630733,3.957652667040857
90,-0.6184710140264463,2.620386298031314,4.734579457398559
91,-0.8323292931717279,2.5402002215646045,4.55519496159732
92,-0.9479916245608718,2.530674507959763,4.553377002603412
93,-0.8541745543795073,2.5645031584281623,4.4567489197579135
94,-0.8837293718706389,2.5002833586227067,4.8923346135158985
95,-0.6624482349785444,2.515531952086447,4.1069365980067625
96,-0.7740858293884569,2.5104792172933488,4.256272260914872
97,-0.8983828028261762,2.5192123267057975,4.431636852068919
98,-0.8475496124230822,2.6094136038383087,4.593721913558954
99,-0.7705804615750408,2.55890367735209,4.180129322498325
100,-0.7510279970967546,2.505365629005977,4.396750203383078
101,-0.8006378757494758,2.5953491162574918,4.409760457596355
102,-0.8439505090731283,2.4492855598297276,4.467315912338231
103,-0.8063324912121138,2.580412299272135,4.362624413366342
104,-0.7093207547376009,2.613740960874689,4.309430095030755
105,-0.6024646459175554,2.661438876822511,4.021766245237979
106,-0.7570634638904455,2.5066532061592275,4.191189809217394
107,-0.8322396233508133,2.4779253625474995,4.127543033626953
108,-0.8881898323809491,2.537267648156833,4.3851434660611055
109,-0.7996803034876515,2.4967714562571306,3.886143539091469
110,-0.8353063841772909,2.6266278682059783,4.730430272192237
111,-0.6821688829858539,2.5399390254889123,4.254879529626736
112,-0.9019724453363127,2.4859953913816364,4.1460285826001355
113,-0.7715797934287839,2.5771812620932475,4.297695887373788
114,-0.8016481178997267,2.490532493846369,4.037162253375509
115,-0.7236292789481659,2.5370830816915833,4.360324629625286
116,-0.8439845390801819,2.484962994458137,4.530124975545457
117,-0.8421094870091418,2.492719780468724,4.609351556393442
118,-1.0152948318817498,2.611369268962737,4.5971551396911945
119,-0.8974200260458532,2.426482161439185,4.48152074377968
120,-0.6946896264227874,2.4870914339797876,4.22615415080004
121,-0.9209904683292032,2.4629273015532402,4.5235307288532045
122,-0.8870108939722863,2.542061213602001,4.255948107936275
123,-0.8002567271019337,2.4820087686890058,4.70483789944352
124,-0.7249979579999654,2.509167472596687,4.648261298513482
125,-0.7441542379454458,2.442194021131491,4.234104743826329
126,-0.7456089817795916,2.4535076939438243,4.346962607037254
127,-0.8378739294665094,2.54968201173491,3.796181001597173
128,-0.8692153470680608,2.576900120363168,4.897617420710576
129,-0.8349405710921548,2.571259967084928,4.421617607908754
130,-0.9075778541427921,2.5077698848900623,4.093767910999689
131,-0.8822276149929559,2.4806120260652724,4.573406602954363
132,-0.7521669765897234,2.5263363697619776,4.266967805684738
133,-0.9076325116411941,2.4795948267013754,4.171145413907265
134,-0.8186994904033706,2.5575473398677957,4.363878556582114
135,-0.8094292986579114,2.480421010768102,4.382584569566066
136,-1.0775519076137872,2.557163479686646,4.409857853221777
137,-0.8252956122436462,2.4846926859610594,4.529179783034205
138,-0.8831501366784736,2.55375290959279,4.410894328479109
139,-0.9582209845754358,2.5559344024715873,4.245139273789333
140,-0.9047677605090746,2.5579826170383813,4.037507744969149
141,-0.8584232634380641,2.513635784740812,4.100454104715387
142,-0.6437025331931603,2.4224083501274296,4.328665984492114
143,-0.8666513805259378,2.573405241682404,4.269632956195178
144,-0.8132248540931633,2.5561591137396493,4.132317496621313
145,-1.0964158871790388,2.4465837230485414,4.575984013919256
146,-0.9490311585677972,2.5677991998719842,4.0885019688401725
147,-0.8743900937589596,2.5577463451156364,4.655940688977181
148,-0.9228889906704513,2.5306503658914337,4.361874018682324
149,-0.9164331822195757,2.487211565382277,4.380891391476383
150,-0.9733979291050566,2.4970630945786825,4.08736657304449
151,-0.8527553047705434,2.562454149309387,4.243363664244635
152,-0.8800106342608291,2.5868552081454204,4.9111003056240925
153,-0.7548302852118558,2.4464334205148597,4.412196749341271
154,-0.8046428681842114,2.4665535624882566,4.259736522116735
155,-0.7802404685233169,2.4732873105475326,4.3906670053004895
156,-0.7593441170222245,2.5068549814481,4.364900499897606
157,-0.7432170822257607,2.527535101890775,4.734459592909269
158,-0.6999939870606481,2.424064005185113,4.30777893718422
159,-0.9367842323169011,2.5612707334163187,4.052243823349899
160,-0.8078310966742405,2.532572845022334,4.767081861950334
161,-0.9964334288545394,2.465447405492325,4.118408926006323
162,-0.7878609315318977,2.59746269957025,4.406104150945475
163,-0.7023516592827269,2.4990271201402705,4.58122957841814
164,-0.8729327501383088,2.593693206097349,4.172781395852276
165,-0.8687243069763191,2.500808815888622,3.628943885014401
166,-0.9355858947972556,2.5192565583367195,4.814120901299491
167,-0.742115536769263,2.514438572866939,4.265021477015905
168,-0.8970749921618576,2.4691265637233686,4.0483269520745155
169,-0.9165346042103721,2.493912923208384,4.079717850911071
170,-0.6060062910643254,2.41675808770759,4.86253425100418
171,-0.8490562921637401,2.4306416451636803,4.421077083209699
172,-0.7969167501906655,2.4819672423050605,4.1362963816342475
173,-0.8315094117172328,2.515943606647663,4.394869783446446
174,-0.8108832041578463,2.4129633256710705,4.251218006204452
175,-0.8207771773201847,2.5411595859743805,4.495734306148358
176,-0.8608765266000559,2.468321292733237,4.861666758088422
177,-0.9176575656056037,2.5501145454238734,5.195817369027091
178,-0.6120889587506911,2.482617996007479,4.581960140185709
179,-1.024455561103526,2.5191309231049335,4.70329870459945
180,-0.9452360537722709,2.5665684121080647,4.1754298900832465
181,-0.7420302846102881,2.589950089998088,4.568407338737413
182,-0.9838130581714395,2.521263045647649,4.047567659892583
183,-0.7266989634750023,2.4022006739437844,4.266511051137952
184,-0.6745242708044663,2.4225436136205394,4.60663313481688
185,-0.6534942345892544,2.501013885247677,4.587874145666245
186,-0.798547989769414,2.5175045349268776,4.592247304071107
187,-0.6584089469999663,2.477418006108559,4.1408010957340595
188,-0.8686636365596716,2.553534854504563,4.490279286396681
189,-0.9334442929906678,2.4688717256132273,4.212506646119445
190,-1.0027543350942298,2.556332201725574,4.623096981800577
191,-0.9967260914423003,2.5199566318960613,4.061666843562512
192,-0.8033066644269826,2.51776865699865,4.164666076068381
193,-0.898636928006738,2.5098969660366515,4.67941270526759
194,-0.8771594090508563,2.491011598864622,4.162435397591519
195,-1.0183886284959807,2.545567173993025,4.197436910860206
196,-0.9028808782947265,2.539149156092328,4.810561885884491
197,-0.763776575731407,2.4884891398716613,4.864117361271414
198,-0.8109635357678483,2.425144994019428,4.119653106665858
199,-0.8551264199550509,2.463691468108889,4.55121268437446
200,-0.818996608414936,2.555723190021394,4.444215257566534
201,-0.9538911127860233,2.51530856126258,4.7986967699248835
202,-1.1037810679676532,2.5520728285406578,4.524573757429193
203,-0.8059494999052189,2.5356436224905785,4.509417035391121
204,-1.0216449989979095,2.583601825258237,4.199834961013361
205,-0.9582186536899208,2.531717526296896,4.547037947793849
206,-0.8726767991334096,2.552809789277798,3.9531928416632893
207,-1.1214644428691705,2.5359693787523243,4.20246788708941
208,-0.8783428511526479,2.5260060868966026,4.453656074099266
209,-1.0713011659196008,2.5034554505847098,4.527882223037574
210,-0.8170043091226528,2.4857616505596036,3.9698722183922523
211,-0.9948165695496535,2.4965478406845905,4.488644702151228
212,-0.7956579167982905,2.4726708417888252,4.259727246857355
213,-1.1003386768341255,2.567483431181484,4.388158072712131
214,-0.9376705132693535,2.5298069256886757,3.962106706442179
215,-1.022666160586,2.4256895195816823,3.996488973355799
216,-0.9407241444211162,2.5778764928939304,4.577029727755724
217,-1.019620587027603,2.4775568382629496,4.449035353483761
218,-0.9906922334968518,2.4799669136356552,4.376305339590072
219,-0.8592943746699185,2.392114676427392,4.8201230628702545
